V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,agegroups,recorded-deaths,deaths
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
14,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
9,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,male,Male,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
22,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
59,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
53,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
85,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
29,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
20,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
71,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
33,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
87,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
60,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
52,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
45,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
91,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
502,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
25,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
32,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
189,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
57,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
104,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
400,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
27,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
123,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
287,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
17,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
380,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
665,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
20,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
393,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
216,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,male,Male,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
124,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
321,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
59,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-19,Week 19 ending 08-May-20,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
